,surface,pieces,etage,prix,has_ascenseur,has_balcon,has_chaffage,has_climatisation,has_garage,has_gardien,has_jardin,has_parking,has_piscine,has_terrasse,gouvernerat,ville,type,contrat,latitude,longitude,price_per_m2,surface_per_piece,etage_x_ascenseur,nlp_transaction_negociable,nlp_transaction_urgent,nlp_transaction_first_owner_or_new_mentioned,nlp_transaction_developer_or_promoter_mentioned,nlp_transaction_legal_title_or_status_mentioned,nlp_transaction_legal_title_hint,nlp_property_subtype,nlp_property_furnished,nlp_property_semi_furnished,nlp_property_condition,nlp_property_orientation_mentioned,nlp_property_duplex_penthouse_garden_level_mentioned,nlp_comfort_air_conditioning,nlp_comfort_heating_mentioned,nlp_comfort_double_glazing_mentioned,nlp_comfort_finishing_quality_hint,nlp_location_neighborhood_or_zone,nlp_location_proximity_count,nlp_location_proximity_str,nlp_location_nuisance_or_negative_mentioned,nlp_usage_primary_residence_likely,nlp_usage_investment_likely,nlp_usage_furnished_rental_likely,nlp_standing_luxury_level,nlp_standing_features_count,nlp_standing_features_str,nlp_signals_listing_too_vague,nlp_signals_incoherence_price_vs_surface_hint,nlp_signals_spam_or_low_quality_hint,nlp_signals_extraction_confidence,vis_pool_likely_mean,vis_pool_likely_max,vis_garden_likely_mean,vis_garden_likely_max,vis_sea_view_likely_mean,vis_sea_view_likely_max,vis_furnished_likely_mean,vis_furnished_likely_max,vis_modern_renovation_likely_mean,vis_modern_renovation_likely_max,vis_luxury_visual_score_mean,vis_luxury_visual_score_max,vis_n_images,bge_pca_0,bge_pca_1,bge_pca_2,bge_pca_3,bge_pca_4,bge_pca_5,bge_pca_6,bge_pca_7,bge_pca_8,bge_pca_9,bge_pca_10,bge_pca_11,bge_pca_12,bge_pca_13,bge_pca_14,bge_pca_15,bge_pca_16,bge_pca_17,bge_pca_18,bge_pca_19,bge_pca_20,bge_pca_21,bge_pca_22,bge_pca_23,bge_pca_24,bge_pca_25,bge_pca_26,bge_pca_27,bge_pca_28,bge_pca_29,bge_pca_30,bge_pca_31
745,150.0,4.0,,350000.0,1.0,,1.0,1.0,,,,1.0,,,Ariana,Raoued,Appartement,vente,36.8625,10.1956,2333.3333333333335,37.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746,126.0,4.0,,335000.0,,,,,,,,1.0,,,Sousse,Sousse Jaouhara,Appartement,vente,35.8512042,10.6062129,2658.7301587301586,31.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,195.0,4.0,,370000.0,,,,,,,,,,,Nabeul,Kelibia,Appartement,vente,36.8456561,11.0935701,1897.4358974358975,48.75,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,190.0,2.0,,220000.0,,,,,,,,,,1.0,Sousse,Hammam Sousse,Appartement,vente,35.8749788,10.5935183,1157.8947368421052,95.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749,40.0,1.0,,120000.0,,,,,,,,,,,Ariana,La Soukra,Appartement,vente,36.8749751,10.2454267,3000.0,40.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750,90.0,3.0,1.0,250000.0,,,1.0,,,,,,,1.0,Sousse,Hammam Sousse,Appartement,vente,35.8749788,10.5935183,2777.777777777778,30.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
751,61.0,2.0,,214000.0,,1.0,1.0,1.0,,,,,,,Ariana,Ariana Ville,Appartement,vente,36.8599292,10.1531585,3508.1967213114754,30.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,90.0,4.0,,244444.0,,,,,,,,,,,Ariana,Ariana Ville,Appartement,vente,36.8599292,10.1531585,2716.0444444444443,22.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753,170.0,,,160000.0,,,,,1.0,,,,,,Gabès,El Hamma,Appartement,vente,33.8894378,9.7997111,941.1764705882352,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
754,120.0,3.0,,245000.0,,,,,,,,,,,Sousse,Sousse Jaouhara,Appartement,vente,35.8512042,10.6062129,2041.6666666666667,40.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
755,50.0,2.0,0.0,140000.0,,,,,,,,,,,Tunis,El Menzah,Appartement,vente,36.8443809,10.1819354,2800.0,25.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0038260922,-0.04114093,0.056548193,0.1024685,0.0521889,0.047749583,0.18067211,-0.17670807,-0.16026883,-0.038271897,0.053749375,0.05296811,-0.0037199361,0.048152238,-0.1607828,0.011797413,0.16402718,0.077765875,-0.11739585,0.01664455,0.071506165,0.004307165,0.008837231,0.10661748,0.02588124,0.016416436,-0.08244347,-0.037428692,-0.088171996,-0.058632687,-0.044849943,0.04628526
756,42.0,1.0,0.0,235000.0,,,,,,,,,1.0,,Sousse,Hammam Sousse,Appartement,vente,35.8913101,10.5852113,5595.238095238095,42.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757,63.0,3.0,,165000.0,,,1.0,1.0,,,,,,,Sousse,Sousse Ville,Appartement,vente,35.8245,10.6346,2619.0476190476193,21.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758,155.0,5.0,0.0,445000.0,,,1.0,1.0,,,1.0,,,1.0,Ariana,Ariana Ville,Appartement,vente,36.8599292,10.1531585,2870.967741935484,31.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759,46.0,2.0,,165000.0,,,,,,,,,1.0,,Sousse,Akouda,Appartement,vente,35.8245,10.6346,3586.9565217391305,23.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.034964874,0.055311095,0.14279522,0.019179493,0.006135294,0.08258006,0.16795762,0.02368389,0.0738446,-0.22592953,0.22177726,-0.0072521423,-0.039746854,-0.09436605,0.032627463,-0.017886838,0.08956301,-0.026158165,-0.040163968,-0.08441926,0.021606648,0.03404925,0.018977612,0.012499005,-0.016899226,-0.051958468,0.002098853,0.085211344,0.026669674,-0.027260164,0.024330802,0.042137157
760,80.0,3.0,2.0,240000.0,1.0,,,,,,,,,,Tunis,Ain Zaghouan,Appartement,vente,36.8507178,10.2829345,3000.0,26.666666666666668,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761,128.0,2.0,,150000.0,,,,,,,,,,,Bizerte,Ghar El Melh,Appartement,vente,37.1677871,10.1731345,1171.875,64.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762,87.0,2.0,0.0,290000.0,,,,,,,,,,1.0,Tunis,La Marsa,Appartement,vente,36.8479251,10.2611996,3333.3333333333335,43.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
763,60.0,1.0,,201000.0,1.0,,1.0,1.0,,,,,,,Tunis,La Marsa,Appartement,vente,36.8479251,10.2611996,3350.0,60.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764,120.0,4.0,,222000.0,,1.0,,,,,,,,,Manouba,Oued Ellil,Appartement,vente,36.832848,10.0390891,1850.0,30.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765,182.0,3.0,0.0,430000.0,,,,1.0,,,,,,1.0,Sousse,Hammam Sousse,Appartement,vente,35.8913101,10.5852113,2362.6373626373625,60.666666666666664,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
766,65.0,2.0,,292500.0,,,,,,,,,,,Sousse,Sousse Jaouhara,Appartement,vente,35.8512042,10.6062129,4500.0,32.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
767,137.0,4.0,,420000.0,,,,,,,,,,1.0,Nabeul,Hammamet,Appartement,vente,36.4012665,10.5572827,3065.693430656934,34.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
768,100.0,3.0,,210000.0,,,,,,,,,,,Sousse,Sousse Ville,Appartement,vente,35.8245,10.6346,2100.0,33.333333333333336,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
769,109.0,2.0,0.0,550000.0,,,,,,,1.0,,,,Tunis,La Marsa,Appartement,vente,36.8065,10.1815,5045.871559633028,54.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770,73.0,2.0,,350000.0,1.0,1.0,,1.0,,,,,1.0,,Sousse,Akouda,Appartement,vente,35.8245,10.6346,4794.520547945205,36.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
771,71.0,2.0,,142000.0,1.0,,,,,,1.0,,,,Béja,Beja Nord,Appartement,vente,36.804235,9.2431375,2000.0,35.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772,70.0,1.0,4.0,80000.0,1.0,,,,,,,,,,Ben Arous,Nouvelle Medina,Appartement,vente,36.7575659,10.244981,1142.857142857143,70.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
773,48.0,1.0,,220000.0,,,1.0,1.0,,,,,,,Ariana,La Soukra,Appartement,vente,36.8749751,10.2454267,4583.333333333333,48.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774,112.0,3.0,,240000.0,,,1.0,1.0,,,,,,,Ben Arous,Nouvelle Medina,Appartement,vente,36.7575659,10.244981,2142.8571428571427,37.333333333333336,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775,115.0,4.0,,220000.0,,,1.0,,,,,,,,Manouba,Mannouba,Appartement,vente,36.8095,10.098,1913.0434782608695,28.75,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776,146.0,4.0,,500000.0,,,1.0,1.0,,1.0,,1.0,,,Sousse,Sousse Jaouhara,Appartement,vente,35.8512042,10.6062129,3424.6575342465753,36.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
777,149.0,3.0,,350000.0,,,1.0,1.0,,,,1.0,,,Ariana,Ariana Ville,Appartement,vente,36.8599292,10.1531585,2348.993288590604,49.666666666666664,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778,149.0,4.0,,510000.0,,,,,,,,1.0,,,Ariana,La Soukra,Appartement,vente,36.8749751,10.2454267,3422.818791946309,37.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779,75.0,2.0,3.0,135000.0,,1.0,1.0,,,,,,,,Ariana,Ariana Ville,Appartement,vente,36.8587351,10.188232,1800.0,37.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780,,1.0,,430000.0,,,,,,,1.0,1.0,1.0,,Monastir,Monastir,Appartement,vente,35.7707582,10.8280511,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
781,156.0,2.0,0.0,300000.0,,,1.0,,,,1.0,1.0,,1.0,Ariana,La Soukra,Appartement,vente,36.8606537,10.2087006,1923.076923076923,78.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782,170.0,3.0,,395000.0,,,1.0,,,,,1.0,,,Nabeul,Nabeul,Appartement,vente,36.4512897,10.7355915,2323.529411764706,56.666666666666664,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
783,70.0,1.0,4.0,80000.0,1.0,,,,,,,,,,Ben Arous,Nouvelle Medina,Appartement,vente,36.7575659,10.244981,1142.857142857143,70.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784,175.0,4.0,,540000.0,,,,,,,,1.0,,,Tunis,El Menzah,Appartement,vente,36.8443809,10.1819354,3085.714285714286,43.75,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
785,100.0,3.0,,280000.0,,,1.0,1.0,,,,,,,Ben Arous,Ezzahra,Appartement,vente,36.7404497,10.3029461,2800.0,33.333333333333336,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786,112.0,2.0,,390000.0,,,1.0,1.0,,,1.0,,,,Nabeul,Hammamet,Appartement,vente,36.4012665,10.5572827,3482.1428571428573,56.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787,102.0,2.0,4.0,330000.0,,,1.0,1.0,,,,1.0,1.0,,Nabeul,Hammamet,Appartement,vente,36.4012665,10.5572827,3235.294117647059,51.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788,120.0,4.0,1.0,250000.0,,1.0,,,,,,,,,Tunis,El Menzah,Appartement,vente,36.8423974,10.1571247,2083.3333333333335,30.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
789,90.0,3.0,,135000.0,,,,,,,,,,,Manouba,Mannouba,Appartement,vente,36.8095,10.098,1500.0,30.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790,100.0,3.0,4.0,140000.0,,1.0,,,,,,,,,Ben Arous,Rades,Appartement,vente,36.75305,10.2656845,1400.0,33.333333333333336,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
791,70.0,1.0,,250000.0,,,1.0,1.0,,,,,,,Nabeul,Hammamet,Appartement,vente,36.4561,10.7376,3571.4285714285716,70.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
792,110.0,2.0,2.0,290000.0,1.0,1.0,,,,,,,,,Ben Arous,Bou Mhel El Bassatine,Appartement,vente,36.753,10.228,2636.3636363636365,55.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
793,149.0,4.0,6.0,280000.0,,1.0,1.0,1.0,,,,1.0,,,Sfax,Sakiet Ezzit,Appartement,vente,34.8023823,10.7613107,1879.1946308724832,37.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
794,95.0,3.0,,230000.0,,1.0,,,,,,1.0,,,Ariana,Ariana Ville,Appartement,vente,36.8625,10.1956,2421.0526315789475,31.666666666666668,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
795,118.0,1.0,0.0,305000.0,,1.0,1.0,1.0,,,,1.0,,,Ariana,Ariana Ville,Appartement,vente,36.8625,10.1956,2584.7457627118642,118.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
796,97.0,1.0,6.0,295000.0,1.0,,1.0,1.0,,,,1.0,,1.0,Tunis,Ain Zaghouan,Appartement,vente,36.8507178,10.2829345,3041.237113402062,97.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
797,75.0,3.0,,110000.0,,,,1.0,,,,,,,Ben Arous,Rades,Appartement,vente,36.753,10.228,1466.6666666666667,25.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
798,155.0,3.0,,625989.0,,1.0,1.0,1.0,,,,1.0,,,Ariana,La Soukra,Appartement,vente,36.8852466,10.2438059,4038.6387096774192,51.666666666666664,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
799,135.0,4.0,,295000.0,,,,,,,,,,,Tunis,El Omrane Superieur,Appartement,vente,36.84177,10.1301259,2185.185185185185,33.75,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,109.0,4.0,,350000.0,,,1.0,1.0,,,,1.0,,,Tunis,La Marsa,Appartement,vente,36.8479251,10.2611996,3211.0091743119265,27.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801,110.0,3.0,1.0,277000.0,,1.0,,1.0,,1.0,1.0,1.0,,,Tunis,La Marsa,Appartement,vente,36.8479251,10.2611996,2518.181818181818,36.666666666666664,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802,100.0,4.0,1.0,200000.0,,,,,,,,,,,Tunis,Bab Bhar,Appartement,vente,36.8170699,10.1784812,2000.0,25.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803,71.0,2.0,2.0,105000.0,,,,,,,,,,,Tunis,Bab Bhar,Appartement,vente,36.8170699,10.1784812,1478.8732394366198,35.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804,100.0,4.0,3.0,145000.0,,,,,,,,,,,Tunis,Bab Bhar,Appartement,vente,36.8170699,10.1784812,1450.0,25.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
805,80.0,3.0,1.0,150000.0,,,,,,,,,,,Tunis,Bab Bhar,Appartement,vente,36.8170699,10.1784812,1875.0,26.666666666666668,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806,80.0,3.0,,115000.0,,,,,,,,,,,Tunis,La Medina,Appartement,vente,36.7997675,10.1756926,1437.5,26.666666666666668,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,100.0,4.0,,160000.0,,,,,,,,,,,Ben Arous,El Mourouj,Appartement,vente,36.719825,10.2192362,1600.0,25.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808,90.0,3.0,,205000.0,,1.0,1.0,1.0,,,,,,,Tunis,El Menzah,Appartement,vente,36.8215855,10.1778355,2277.777777777778,30.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809,130.0,3.0,,385000.0,,,,,,,1.0,,,,Ariana,La Soukra,Appartement,vente,36.8749751,10.2454267,2961.5384615384614,43.333333333333336,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.039354566,-0.014573867,0.008762626,-0.07077009,0.04881225,-0.062065348,0.029491352,0.11058882,-0.0601909,0.023293251,0.093482375,0.15940578,0.05674819,0.011032193,0.07024901,-0.0058867745,0.019334832,0.07964214,-0.1155897,0.033518996,-0.039785437,-0.085687414,-0.042599306,0.084228806,0.10286692,0.075886264,0.00426272,-0.017628655,0.068237536,-0.062028755,0.009367532,-0.018511977
810,56.0,1.0,,215000.0,,1.0,,,,,,,,,Tunis,La Marsa,Appartement,vente,36.8479251,10.2611996,3839.285714285714,56.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811,67.0,1.0,,250000.0,,,1.0,1.0,,,,1.0,,,Tunis,La Marsa,Appartement,vente,36.8479251,10.2611996,3731.3432835820895,67.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812,60.0,2.0,,289000.0,,,,,,,1.0,,,1.0,Tunis,La Marsa,Appartement,vente,36.8479251,10.2611996,4816.666666666667,30.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813,110.0,3.0,,190000.0,,,,,,,,,,,Ben Arous,El Mourouj,Appartement,vente,36.719825,10.2192362,1727.2727272727273,36.666666666666664,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814,70.0,3.0,3.0,160000.0,,1.0,,,,,,,,,Tunis,Le Bardo,Appartement,vente,36.8134113,10.1321911,2285.714285714286,23.333333333333332,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
815,110.0,4.0,,185000.0,,,1.0,1.0,,,,1.0,,,Ben Arous,Nouvelle Medina,Appartement,vente,36.7575659,10.244981,1681.8181818181818,27.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
816,108.0,4.0,2.0,175000.0,,,1.0,1.0,,,,1.0,,,Ben Arous,Rades,Appartement,vente,36.764815,10.2880423,1620.3703703703704,27.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
817,120.0,3.0,0.0,330000.0,,1.0,,,,1.0,,1.0,,,Sousse,Akouda,Appartement,vente,35.8245,10.6346,2750.0,40.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818,165.0,3.0,,520000.0,,,1.0,1.0,,1.0,,1.0,,1.0,Ariana,La Soukra,Appartement,vente,36.8749751,10.2454267,3151.5151515151515,55.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,110.0,3.0,4.0,295000.0,,,,,,,,1.0,,1.0,Tunis,Ain Zaghouan,Appartement,vente,36.8507178,10.2829345,2681.818181818182,36.666666666666664,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820,85.0,2.0,,140000.0,,1.0,,,,,,,,,Tunis,Bab Bhar,Appartement,vente,36.7992041,10.1756221,1647.0588235294117,42.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
821,120.0,5.0,0.0,320000.0,,,,,,,,,,,Nabeul,Hammam El Ghezaz,Appartement,vente,36.873986,11.1082328,2666.6666666666665,24.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822,170.0,1.0,,370000.0,,,,,,,,,,1.0,Ben Arous,Ezzahra,Appartement,vente,36.7404497,10.3029461,2176.470588235294,170.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823,85.0,1.0,,165000.0,,,,,,,,1.0,,,Ariana,Raoued,Appartement,vente,36.9535973,10.1891941,1941.1764705882354,85.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
824,,5.0,,430000.0,1.0,,,,,,,1.0,,1.0,Tunis,La Marsa,Appartement,vente,36.8479251,10.2611996,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
